SNP,Chromosome,Position,DF,t Value,std Error,effect
GlymaLee.17G214900.1.p,17,41517999,NA,NA,NA,1.09619140625
GlymaLee.18G070200.1.p,18,7519212,NA,NA,NA,1.09619140625
GlymaLee.18G073900.1.p,18,8053397,NA,NA,NA,1.09619140625
GlymaLee.18G074000.1.p,18,8081161,NA,NA,NA,1.09619140625
GlymaLee.18G075500.1.p,18,8282205,NA,NA,NA,1.09619140625
GlymaLee.18G075700.1.p,18,8318081,NA,NA,NA,0.0607230347388175
GlymaLee.18G075800.1.p,18,8358517,NA,NA,NA,1.09619140625
GlymaLee.18G075900.1.p,18,8369951,NA,NA,NA,-0.0366681073206934
GlymaLee.18G076200.1.p,18,8414743,NA,NA,NA,0.0362712555279119
GlymaLee.18G076300.1.p,18,8428804,NA,NA,NA,0.0278130548376947
GlymaLee.18G076500.1.p,18,8487373,NA,NA,NA,0.0778398186928326
GlymaLee.18G076600.1.p,18,8530607,NA,NA,NA,0.0584655153898623
GlymaLee.18G076800.1.p,18,8568492,NA,NA,NA,1.09619140625
GlymaLee.18G080600.1.p,18,9119027,NA,NA,NA,1.09619140625
GlymaLee.18G080800.1.p,18,9132164,NA,NA,NA,1.09619140625
GlymaLee.18G080900.1.p,18,9200912,NA,NA,NA,1.09619140625
GlymaLee.18G081000.1.p,18,9207899,NA,NA,NA,0.118474082750055
GlymaLee.18G081100.1.p,18,9244416,NA,NA,NA,0.0115455690499431
GlymaLee.18G081200.1.p,18,9377564,NA,NA,NA,1.09619140625
GlymaLee.18G085100.1.p,18,10191757,NA,NA,NA,1.09619140625
GlymaLee.18G089200.1.p,18,11557053,NA,NA,NA,1.09619140625
GlymaLee.18G097300.1.p,18,14178476,NA,NA,NA,1.09619140625
GlymaLee.18G098100.1.p,18,14463037,NA,NA,NA,1.09619140625
GlymaLee.18G104200.1.p,18,17213420,NA,NA,NA,1.09619140625
GlymaLee.18G104300.1.p,18,17215907,NA,NA,NA,1.09619140625
GlymaLee.18G104400.1.p,18,17220440,NA,NA,NA,1.09619140625
GlymaLee.18G144600.1.p,18,48153662,NA,NA,NA,1.09619140625
GlymaLee.18G174700.1.p,18,53641995,NA,NA,NA,1.09619140625
GlymaLee.18G175100.1.p,18,53683880,NA,NA,NA,1.09619140625
GlymaLee.18G175400.1.p,18,53767372,NA,NA,NA,0.0240114104908571
GlymaLee.18G214700.1.p,18,57766372,NA,NA,NA,1.09619140625
GlymaLee.18G224000.1.p,18,58536683,NA,NA,NA,1.09619140625
GlymaLee.18G224100.1.p,18,58545198,NA,NA,NA,1.09619140625
GlymaLee.18G225400.1.p,18,58659934,NA,NA,NA,1.09619140625
GlymaLee.18G225500.1.p,18,58671308,NA,NA,NA,1.09619140625
GlymaLee.18G225600.1.p,18,58689333,NA,NA,NA,1.09619140625
GlymaLee.18G226800.1.p,18,58831089,NA,NA,NA,1.09619140625
GlymaLee.18G226900.1.p,18,58839992,NA,NA,NA,-0.0601103248761774
GlymaLee.18G227000.1.p,18,58850534,NA,NA,NA,-0.0116911356101355
GlymaLee.18G230900.1.p,18,59157190,NA,NA,NA,1.09619140625
GlymaLee.18G231000.1.p,18,59160283,NA,NA,NA,1.09619140625
GlymaLee.19G020100.1.p,19,2598576,NA,NA,NA,1.09619140625
GlymaLee.19G044900.1.p,19,9293330,NA,NA,NA,1.09619140625
GlymaLee.19G045000.1.p,19,9329028,NA,NA,NA,1.09619140625
GlymaLee.19G045100.1.p,19,9383562,NA,NA,NA,1.09619140625
GlymaLee.19G064800.1.p,19,32138111,NA,NA,NA,1.09619140625
GlymaLee.19G082300.1.p,19,37919939,NA,NA,NA,1.09619140625
GlymaLee.19G102100.1.p,19,40909598,NA,NA,NA,1.09619140625
GlymaLee.19G104400.1.p,19,41176240,NA,NA,NA,1.09619140625
GlymaLee.19G105400.1.p,19,41296502,NA,NA,NA,1.09619140625
GlymaLee.19G105500.1.p,19,41297779,NA,NA,NA,1.09619140625
GlymaLee.19G105600.1.p,19,41319036,NA,NA,NA,1.09619140625
GlymaLee.19G105700.1.p,19,41330334,NA,NA,NA,0.0126440547178959
GlymaLee.19G105800.1.p,19,41351425,NA,NA,NA,1.09619140625
GlymaLee.19G106900.1.p,19,41476747,NA,NA,NA,1.09619140625
GlymaLee.19G107000.1.p,19,41492664,NA,NA,NA,1.09619140625
GlymaLee.19G108800.1.p,19,41703233,NA,NA,NA,1.09619140625
GlymaLee.19G108900.1.p,19,41716789,NA,NA,NA,1.09619140625
GlymaLee.19G109100.1.p,19,41739366,NA,NA,NA,1.09619140625
GlymaLee.19G109300.1.p,19,41768435,NA,NA,NA,1.09619140625
GlymaLee.20G016500.1.p,20,2138049,NA,NA,NA,1.09619140625
GlymaLee.20G030500.1.p,20,7464752,NA,NA,NA,1.09619140625
GlymaLee.20G030600.1.p,20,7473942,NA,NA,NA,1.09619140625
GlymaLee.20G031400.1.p,20,7843068,NA,NA,NA,1.09619140625
GlymaLee.20G031500.1.p,20,7903128,NA,NA,NA,1.09619140625
GlymaLee.20G033100.1.p,20,8688047,NA,NA,NA,1.09619140625
GlymaLee.20G033300.1.p,20,8796485,NA,NA,NA,1.09619140625
GlymaLee.20G033400.1.p,20,8816283,NA,NA,NA,1.09619140625
GlymaLee.20G035000.1.p,20,9726307,NA,NA,NA,1.09619140625
GlymaLee.20G036200.1.p,20,10990898,NA,NA,NA,-0.0409761749060351
GlymaLee.20G036300.1.p,20,10992199,NA,NA,NA,-0.00655616925682523
GlymaLee.20G036500.1.p,20,11048819,NA,NA,NA,-0.00655616925682523
GlymaLee.20G043600.1.p,20,20416633,NA,NA,NA,-0.215895540456927
GlymaLee.20G157800.1.p,20,45326607,NA,NA,NA,1.09619140625
GlymaLee.20G158000.1.p,20,45342653,NA,NA,NA,1.09619140625
GlymaLee.20G160000.1.p,20,45484513,NA,NA,NA,0.237600653387403
GlymaLee.20G170000.1.p,20,46391943,NA,NA,NA,1.09619140625
GlymaLee.20G170300.1.p,20,46396297,NA,NA,NA,1.09619140625
GlymaLee.20G170400.1.p,20,46397208,NA,NA,NA,1.09619140625
UWASoyPan00005,22,296,NA,NA,NA,-0.0622341599086758
UWASoyPan00022,22,958,NA,NA,NA,0.0571534136605354
UWASoyPan00043,22,467,NA,NA,NA,-0.0576220197515696
UWASoyPan00155,22,591,NA,NA,NA,0.0333703856490413
UWASoyPan00201,22,232,NA,NA,NA,-0.0473282084839637
UWASoyPan00202,22,273,NA,NA,NA,0.073240120856191
UWASoyPan00251,22,452,NA,NA,NA,-0.00828417586637009
UWASoyPan00276,22,126,NA,NA,NA,0.0150610337011652
UWASoyPan00316,22,405,NA,NA,NA,-0.0255081209326795
UWASoyPan00326,22,266,NA,NA,NA,0.0987521835148044
UWASoyPan00427,22,933,NA,NA,NA,-0.0342560455996495
UWASoyPan00542,22,1252,NA,NA,NA,-0.0975401304314785
UWASoyPan00670,22,177,NA,NA,NA,-0.0357503040123479
UWASoyPan00725,22,576,NA,NA,NA,-0.201024522040059
UWASoyPan00772,22,326,NA,NA,NA,0.0789008456217317
UWASoyPan00953,22,399,NA,NA,NA,-0.0166520897648936
UWASoyPan00975,22,499,NA,NA,NA,0.150535692861339
UWASoyPan01217,22,234,NA,NA,NA,-0.0514726308990638
UWASoyPan01253,22,473,NA,NA,NA,-0.0470023349197777
UWASoyPan01320,22,297,NA,NA,NA,-0.0503646030631246
UWASoyPan01330,22,494,NA,NA,NA,-0.284835039000886
UWASoyPan01418,22,410,NA,NA,NA,0.0143404393000015
UWASoyPan01530,22,288,NA,NA,NA,0.107376961809725
UWASoyPan01729,22,359,NA,NA,NA,-0.0256243116992194
UWASoyPan01876,22,352,NA,NA,NA,0.0898910714172878
UWASoyPan01973,22,270,NA,NA,NA,-0.0451924962587267
UWASoyPan02043,22,381,NA,NA,NA,0.00562408372297618
UWASoyPan02496,22,266,NA,NA,NA,-0.136112581371361
UWASoyPan02799,22,488,NA,NA,NA,-0.0102442975529335
UWASoyPan03194,22,548,NA,NA,NA,0.0855693195301646
UWASoyPan03230,22,272,NA,NA,NA,0.0146636675259115
UWASoyPan03233,22,224,NA,NA,NA,0.0521009763485805
UWASoyPan03261,22,320,NA,NA,NA,0.0590052833539009
UWASoyPan03336,22,248,NA,NA,NA,-0.0186157723940288
UWASoyPan03340,22,887,NA,NA,NA,-0.0506133241123026
UWASoyPan03402,22,532,NA,NA,NA,-0.0312541446906969
UWASoyPan04211,22,750,NA,NA,NA,-0.0634521509481036
UWASoyPan04314,22,261,NA,NA,NA,-0.0440806608768565
UWASoyPan04354,22,277,NA,NA,NA,-0.039900641306871
UWASoyPan04757,22,270,NA,NA,NA,-0.0576220197515696
UWASoyPan04912,22,188,NA,NA,NA,-0.0499095474466369
UWASoyPan04967,22,265,NA,NA,NA,-0.0785309475049143
UWASoyPan05095,22,299,NA,NA,NA,0.196404921779076
UWASoyPan05312,22,248,NA,NA,NA,-0.200645303949641
